"id_azienda","azienda","partita_iva","email_azienda","telefono_azienda","id_servizio","servizio","descrizione_servizio","id_asset","asset","descrizione_asset","tipo_asset","criticita","stato_asset","ambiente","ubicazione","numero_contratto","scadenza_contratto","sla","uptime_garantito","fornitore","nome_referente_fornitore","cognome_referente_fornitore","email_referente_fornitore","telefono_referente_fornitore","nome_punto_contatto","cognome_punto_contatto","email_punto_contatto","telefono_punto_contatto","ruolo_punto_contatto"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","2","CRM commerciale","Piattaforma per la gestione di clienti, opportunita commerciali e attivita di vendita. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","20","AZ001-APP-020","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Sud.","Applicazione","MEDIA","ATTIVO","PRODUZIONE","Sede operativa Sud","CTR-2023-001-06","2024-01-12","8","99.70","CifraTech Security S.r.l.","Elena","Bruno","elena.bruno@cifratechsecuritysrl.it","+39 02 7002321","Francesca","Costa","francesca.costa@auroraindustriespa.it","+39 321 1000051","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","2","CRM commerciale","Piattaforma per la gestione di clienti, opportunita commerciali e attivita di vendita. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","20","AZ001-APP-020","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Sud.","Applicazione","MEDIA","ATTIVO","PRODUZIONE","Sede operativa Sud","CTR-2023-001-06","2024-01-12","8","99.70","CifraTech Security S.r.l.","Elena","Bruno","elena.bruno@cifratechsecuritysrl.it","+39 02 7002321","Marco","Fontana","marco.fontana@auroraindustriespa.it","+39 321 1000153","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","2","CRM commerciale","Piattaforma per la gestione di clienti, opportunita commerciali e attivita di vendita. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","31","AZ001-VM-031","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Aurora Industrie S.p.A. e collocato in CED principale.","VM","ALTA","ATTIVO","PRODUZIONE","CED principale","CTR-2022-001-01","2024-02-11","8","99.80","BluePeak Managed Services S.r.l.","Roberto","Greco","roberto.greco@bluepeakmanagedservicessrl.it","+39 02 7001266","Valentina","Santoro","valentina.santoro@auroraindustriespa.it","+39 321 1000238","Owner"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","2","CRM commerciale","Piattaforma per la gestione di clienti, opportunita commerciali e attivita di vendita. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","31","AZ001-VM-031","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Aurora Industrie S.p.A. e collocato in CED principale.","VM","ALTA","ATTIVO","PRODUZIONE","CED principale","CTR-2022-001-01","2024-02-11","8","99.80","BluePeak Managed Services S.r.l.","Roberto","Greco","roberto.greco@bluepeakmanagedservicessrl.it","+39 02 7001266","Valentina","Colombo","valentina.colombo@auroraindustriespa.it","+39 321 1000102","Responsabile sicurezza"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","2","CRM commerciale","Piattaforma per la gestione di clienti, opportunita commerciali e attivita di vendita. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","42","AZ001-CLOUD-042","Servizio cloud gestito utilizzato per funzioni applicative o infrastrutturali. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Nord.","Servizio Cloud","ALTA","ATTIVO","PRODUZIONE","Sede operativa Nord","CTR-2023-001-08","2026-05-25","24","99.90","Epsilon Business Software S.p.A.","Matteo","Marino","matteo.marino@epsilonbusinesssoftwarespa.it","+39 02 7005275","Giorgio","Gallo","giorgio.gallo@auroraindustriespa.it","+39 321 1000119","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","2","CRM commerciale","Piattaforma per la gestione di clienti, opportunita commerciali e attivita di vendita. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","42","AZ001-CLOUD-042","Servizio cloud gestito utilizzato per funzioni applicative o infrastrutturali. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Nord.","Servizio Cloud","ALTA","ATTIVO","PRODUZIONE","Sede operativa Nord","CTR-2023-001-08","2026-05-25","24","99.90","Epsilon Business Software S.p.A.","Matteo","Marino","matteo.marino@epsilonbusinesssoftwarespa.it","+39 02 7005275","Francesca","Costa","francesca.costa@auroraindustriespa.it","+39 321 1000051","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","3","Portale clienti","Portale web autenticato per consultazione documenti, richieste e servizi digitali. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","16","AZ001-PC-016","Postazione di lavoro assegnata al personale per le attivita operative quotidiane. Asset censito per Aurora Industrie S.p.A. e collocato in CED secondario.","PC","MEDIA","IN_MANUTENZIONE","PRODUZIONE","CED secondario","CTR-2023-001-10","2025-10-06","4","99.99","PuntoRete Networks S.p.A.","Matteo","Esposito","matteo.esposito@puntoretenetworksspa.it","+39 02 7001899","Marco","De Luca","marco.deluca@auroraindustriespa.it","+39 321 1000289","Owner"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","3","Portale clienti","Portale web autenticato per consultazione documenti, richieste e servizi digitali. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","16","AZ001-PC-016","Postazione di lavoro assegnata al personale per le attivita operative quotidiane. Asset censito per Aurora Industrie S.p.A. e collocato in CED secondario.","PC","MEDIA","IN_MANUTENZIONE","PRODUZIONE","CED secondario","CTR-2023-001-10","2025-10-06","4","99.99","PuntoRete Networks S.p.A.","Matteo","Esposito","matteo.esposito@puntoretenetworksspa.it","+39 02 7001899","Giorgio","Rossi","giorgio.rossi@auroraindustriespa.it","+39 321 1000255","Responsabile sicurezza"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","3","Portale clienti","Portale web autenticato per consultazione documenti, richieste e servizi digitali. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","27","AZ001-FW-027","Firewall perimetrale o di segmentazione utilizzato per il controllo del traffico di rete. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Centro.","Firewall","ALTA","ATTIVO","PRODUZIONE","Sede operativa Centro","CTR-2022-001-05","2025-11-05","4","99.50","DataForge Systems S.r.l.","Paolo","Ferrari","paolo.ferrari@dataforgesystemssrl.it","+39 02 7000844","Davide","Leone","davide.leone@auroraindustriespa.it","+39 321 1000170","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","3","Portale clienti","Portale web autenticato per consultazione documenti, richieste e servizi digitali. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","27","AZ001-FW-027","Firewall perimetrale o di segmentazione utilizzato per il controllo del traffico di rete. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Centro.","Firewall","ALTA","ATTIVO","PRODUZIONE","Sede operativa Centro","CTR-2022-001-05","2025-11-05","4","99.50","DataForge Systems S.r.l.","Paolo","Ferrari","paolo.ferrari@dataforgesystemssrl.it","+39 02 7000844","Martina","Conti","martina.conti@auroraindustriespa.it","+39 321 1000204","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","3","Portale clienti","Portale web autenticato per consultazione documenti, richieste e servizi digitali. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","38","AZ001-SW-038","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Aurora Industrie S.p.A. e collocato in Cloud EU-Central.","Switch","MEDIA","ATTIVO","PRODUZIONE","Cloud EU-Central","CTR-2024-001-12","2025-02-17","12","99.70","Fortis Network Services S.p.A.","Laura","Santoro","laura.santoro@fortisnetworkservicesspa.it","+39 02 7004853","Francesca","Costa","francesca.costa@auroraindustriespa.it","+39 321 1000051","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","3","Portale clienti","Portale web autenticato per consultazione documenti, richieste e servizi digitali. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","38","AZ001-SW-038","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Aurora Industrie S.p.A. e collocato in Cloud EU-Central.","Switch","MEDIA","ATTIVO","PRODUZIONE","Cloud EU-Central","CTR-2024-001-12","2025-02-17","12","99.70","Fortis Network Services S.p.A.","Laura","Santoro","laura.santoro@fortisnetworkservicesspa.it","+39 02 7004853","Marco","Fontana","marco.fontana@auroraindustriespa.it","+39 321 1000153","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","3","Portale clienti","Portale web autenticato per consultazione documenti, richieste e servizi digitali. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","49","AZ001-DB-049","Sistema database utilizzato per la persistenza dei dati applicativi e gestionali. Asset censito per Aurora Industrie S.p.A. e collocato in Sede centrale.","Database","ALTA","ATTIVO","PRODUZIONE","Sede centrale","CTR-2023-001-07","2025-03-19","12","99.80","DeltaCompute S.r.l.","Giulia","Fontana","giulia.fontana@deltacomputesrl.it","+39 02 7003798","Valentina","Santoro","valentina.santoro@auroraindustriespa.it","+39 321 1000238","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","3","Portale clienti","Portale web autenticato per consultazione documenti, richieste e servizi digitali. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","49","AZ001-DB-049","Sistema database utilizzato per la persistenza dei dati applicativi e gestionali. Asset censito per Aurora Industrie S.p.A. e collocato in Sede centrale.","Database","ALTA","ATTIVO","PRODUZIONE","Sede centrale","CTR-2023-001-07","2025-03-19","12","99.80","DeltaCompute S.r.l.","Giulia","Fontana","giulia.fontana@deltacomputesrl.it","+39 02 7003798","Valentina","Colombo","valentina.colombo@auroraindustriespa.it","+39 321 1000102","Responsabile sicurezza"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","4","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","23","AZ001-VM-023","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Aurora Industrie S.p.A. e collocato in CED principale.","VM","ALTA","ATTIVO","SVILUPPO","CED principale","CTR-2023-001-09","2024-07-31","48","99.95","ReteNova Telecom S.p.A.","Giulia","De Luca","giulia.de luca@retenovatelecomspa.it","+39 02 7000422","Valentina","Colombo","valentina.colombo@auroraindustriespa.it","+39 321 1000102","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","4","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","23","AZ001-VM-023","Macchina virtuale ospitata sull infrastruttura di virtualizzazione aziendale. Asset censito per Aurora Industrie S.p.A. e collocato in CED principale.","VM","ALTA","ATTIVO","SVILUPPO","CED principale","CTR-2023-001-09","2024-07-31","48","99.95","ReteNova Telecom S.p.A.","Giulia","De Luca","giulia.de luca@retenovatelecomspa.it","+39 02 7000422","Davide","Lombardi","davide.lombardi@auroraindustriespa.it","+39 321 1000306","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","4","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","34","AZ001-CLOUD-034","Servizio cloud gestito utilizzato per funzioni applicative o infrastrutturali. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Nord.","Servizio Cloud","ALTA","IN_MANUTENZIONE","PRODUZIONE","Sede operativa Nord","CTR-2022-001-04","2024-08-30","48","99.99","Kronos Infrastructure S.p.A.","Elena","Lombardi","elena.lombardi@kronosinfrastructurespa.it","+39 02 7005697","Marco","De Luca","marco.deluca@auroraindustriespa.it","+39 321 1000289","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","4","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","34","AZ001-CLOUD-034","Servizio cloud gestito utilizzato per funzioni applicative o infrastrutturali. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Nord.","Servizio Cloud","ALTA","IN_MANUTENZIONE","PRODUZIONE","Sede operativa Nord","CTR-2022-001-04","2024-08-30","48","99.99","Kronos Infrastructure S.p.A.","Elena","Lombardi","elena.lombardi@kronosinfrastructurespa.it","+39 02 7005697","Giorgio","Rossi","giorgio.rossi@auroraindustriespa.it","+39 321 1000255","Responsabile sicurezza"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","4","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","45","AZ001-SRV-045","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Aurora Industrie S.p.A. e collocato in Cloud EU-West.","Server","ALTA","ATTIVO","PRODUZIONE","Cloud EU-West","CTR-2023-001-11","2026-12-12","8","99.50","NetAxis Connectivity S.r.l.","Luca","Gallo","luca.gallo@netaxisconnectivitysrl.it","+39 02 7003376","Davide","Leone","davide.leone@auroraindustriespa.it","+39 321 1000170","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","4","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","45","AZ001-SRV-045","Server applicativo o infrastrutturale utilizzato per l erogazione dei servizi aziendali. Asset censito per Aurora Industrie S.p.A. e collocato in Cloud EU-West.","Server","ALTA","ATTIVO","PRODUZIONE","Cloud EU-West","CTR-2023-001-11","2026-12-12","8","99.50","NetAxis Connectivity S.r.l.","Luca","Gallo","luca.gallo@netaxisconnectivitysrl.it","+39 02 7003376","Martina","Conti","martina.conti@auroraindustriespa.it","+39 321 1000204","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","4","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","56","AZ001-PC-056","Postazione di lavoro assegnata al personale per le attivita operative quotidiane. Asset censito per Aurora Industrie S.p.A. e collocato in CED secondario.","PC","MEDIA","ATTIVO","PRODUZIONE","CED secondario","CTR-2023-001-06","2024-01-12","8","99.70","CifraTech Security S.r.l.","Elena","Bruno","elena.bruno@cifratechsecuritysrl.it","+39 02 7002321","Francesca","Costa","francesca.costa@auroraindustriespa.it","+39 321 1000051","Owner"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","4","VPN accesso remoto","Servizio VPN per l accesso sicuro alle risorse aziendali da sedi remote. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","56","AZ001-PC-056","Postazione di lavoro assegnata al personale per le attivita operative quotidiane. Asset censito per Aurora Industrie S.p.A. e collocato in CED secondario.","PC","MEDIA","ATTIVO","PRODUZIONE","CED secondario","CTR-2023-001-06","2024-01-12","8","99.70","CifraTech Security S.r.l.","Elena","Bruno","elena.bruno@cifratechsecuritysrl.it","+39 02 7002321","Marco","Fontana","marco.fontana@auroraindustriespa.it","+39 321 1000153","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","5","Backup centralizzato","Servizio di backup centralizzato con copie periodiche e procedure di ripristino. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","30","AZ001-SW-030","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Aurora Industrie S.p.A. e collocato in Cloud EU-Central.","Switch","MEDIA","ATTIVO","PRODUZIONE","Cloud EU-Central","CTR-2023-001-08","2026-05-25","24","99.90","Epsilon Business Software S.p.A.","Matteo","Marino","matteo.marino@epsilonbusinesssoftwarespa.it","+39 02 7005275","Stefano","Rizzo","stefano.rizzo@auroraindustriespa.it","+39 321 1000221","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","5","Backup centralizzato","Servizio di backup centralizzato con copie periodiche e procedure di ripristino. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","30","AZ001-SW-030","Switch di rete gestito per la connettivita dei sistemi e la segmentazione VLAN. Asset censito per Aurora Industrie S.p.A. e collocato in Cloud EU-Central.","Switch","MEDIA","ATTIVO","PRODUZIONE","Cloud EU-Central","CTR-2023-001-08","2026-05-25","24","99.90","Epsilon Business Software S.p.A.","Matteo","Marino","matteo.marino@epsilonbusinesssoftwarespa.it","+39 02 7005275","Francesca","Costa","francesca.costa@auroraindustriespa.it","+39 321 1000051","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","5","Backup centralizzato","Servizio di backup centralizzato con copie periodiche e procedure di ripristino. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","41","AZ001-DB-041","Sistema database utilizzato per la persistenza dei dati applicativi e gestionali. Asset censito per Aurora Industrie S.p.A. e collocato in Sede centrale.","Database","ALTA","ATTIVO","PRODUZIONE","Sede centrale","CTR-2022-001-03","2023-06-25","24","99.95","MiraTech Applications S.r.l.","Paolo","Ricci","paolo.ricci@miratechapplicationssrl.it","+39 02 7004220","Valentina","Colombo","valentina.colombo@auroraindustriespa.it","+39 321 1000102","Owner"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","5","Backup centralizzato","Servizio di backup centralizzato con copie periodiche e procedure di ripristino. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","41","AZ001-DB-041","Sistema database utilizzato per la persistenza dei dati applicativi e gestionali. Asset censito per Aurora Industrie S.p.A. e collocato in Sede centrale.","Database","ALTA","ATTIVO","PRODUZIONE","Sede centrale","CTR-2022-001-03","2023-06-25","24","99.95","MiraTech Applications S.r.l.","Paolo","Ricci","paolo.ricci@miratechapplicationssrl.it","+39 02 7004220","Davide","Lombardi","davide.lombardi@auroraindustriespa.it","+39 321 1000306","Referente servizio"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","5","Backup centralizzato","Servizio di backup centralizzato con copie periodiche e procedure di ripristino. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","52","AZ001-APP-052","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Sud.","Applicazione","MEDIA","DISMESSO","TEST","Sede operativa Sud","CTR-2023-001-10","2025-10-06","4","99.99","PuntoRete Networks S.p.A.","Matteo","Esposito","matteo.esposito@puntoretenetworksspa.it","+39 02 7001899","Marco","De Luca","marco.deluca@auroraindustriespa.it","+39 321 1000289","Amministratore di sistema"
"1","Aurora Industrie S.p.A.","10000007919","info@auroraindustriespa.it","+39 03 1000137","5","Backup centralizzato","Servizio di backup centralizzato con copie periodiche e procedure di ripristino. Il servizio supporta i processi operativi di Aurora Industrie S.p.A..","52","AZ001-APP-052","Applicazione aziendale a supporto di processi operativi o amministrativi. Asset censito per Aurora Industrie S.p.A. e collocato in Sede operativa Sud.","Applicazione","MEDIA","DISMESSO","TEST","Sede operativa Sud","CTR-2023-001-10","2025-10-06","4","99.99","PuntoRete Networks S.p.A.","Matteo","Esposito","matteo.esposito@puntoretenetworksspa.it","+39 02 7001899","Giorgio","Rossi","giorgio.rossi@auroraindustriespa.it","+39 321 1000255","Responsabile sicurezza"
